State_Name,District_Name,Data Type,jan,feb,mar,apr,may,jun,jul,aug,sept,oct,nov,dec 
JHARKHAND,GODDA,Precipitation,13.36,18.62,16.91,20.40,53.85,209.03,310.21,308.75,234.03,90.49,6.58,2.38
JHARKHAND,GODDA,Minimum temperature,9.65,12.19,17.14,21.98,24.35,24.99,24.46,24.38,23.80,20.83,14.45,10.07
JHARKHAND,GODDA,Average temperature,16.98,19.71,25.17,29.59,30.94,30.00,28.09,27.80,27.70,25.93,21.23,17.42
JHARKHAND,GODDA,Maximum temperature,24.34,27.27,33.25,37.24,37.56,35.02,31.75,31.24,31.65,31.07,28.07,24.81
JHARKHAND,GODDA,Cloud cover,24.60,27.43,33.55,31.72,44.82,67.02,77.80,74.13,66.40,43.58,25.31,25.61
JHARKHAND,GODDA,Vapour pressure,14.56,15.40,16.54,20.83,27.62,31.91,32.37,32.97,31.80,26.00,18.36,14.81
JHARKHAND,GODDA,Wet day frequency,1.10,1.43,1.53,1.72,3.80,9.02,14.60,14.13,9.77,3.88,0.84,0.47
JHARKHAND,GODDA,Diurnal temperature range,14.69,15.07,16.09,15.25,13.19,10.01,7.29,6.84,7.84,10.21,13.61,14.74
JHARKHAND,GODDA,Ground frost frequency,0.95,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.68
JHARKHAND,GODDA,Reference Crop Evapotranspiration,2.94,3.79,5.37,6.59,6.76,5.92,4.79,4.40,4.23,3.94,3.37,2.83
JHARKHAND,GODDA,Potential Evapotranspiration,4.98,5.70,7.01,8.09,8.06,6.93,5.64,5.23,5.23,5.56,5.56,4.96
JHARKHAND,GUMLA,Precipitation,14.38,28.84,22.41,15.69,20.44,184.26,366.83,439.48,206.18,61.35,6.63,3.52
JHARKHAND,GUMLA,Minimum temperature,10.56,13.08,17.24,21.78,25.20,25.39,23.50,23.36,22.82,19.70,14.27,10.42
JHARKHAND,GUMLA,Average temperature,17.74,20.31,25.05,29.68,32.60,30.86,27.09,26.60,26.66,24.90,20.79,17.59
JHARKHAND,GUMLA,Maximum temperature,24.96,27.59,32.88,37.60,40.04,36.35,30.72,29.89,30.54,30.14,27.35,24.78
JHARKHAND,GUMLA,Cloud cover,22.53,18.95,27.66,25.93,35.43,63.29,77.04,73.72,61.88,38.31,20.46,21.53
JHARKHAND,GUMLA,Vapour pressure,13.98,14.96,15.18,17.90,23.33,28.98,30.83,30.68,29.74,23.88,16.85,13.84
JHARKHAND,GUMLA,Wet day frequency,1.32,1.85,1.80,1.73,2.67,9.34,17.45,17.30,10.98,3.41,1.04,0.72
JHARKHAND,GUMLA,Diurnal temperature range,14.39,14.51,15.63,15.80,14.83,10.95,7.20,6.52,7.72,10.44,13.07,14.35
JHARKHAND,GUMLA,Ground frost frequency,0.91,0.60,0.33,0.28,0.11,0.14,0.04,0.03,0.09,0.21,0.43,1.07
JHARKHAND,GUMLA,Reference Crop Evapotranspiration,3.11,3.90,5.38,6.76,7.38,6.25,4.64,4.19,4.15,3.98,3.40,2.94
JHARKHAND,GUMLA,Potential Evapotranspiration,5.19,5.98,7.14,8.31,8.69,7.36,5.60,5.08,5.29,5.77,5.69,5.15
JHARKHAND,HAZARIBAGH,Precipitation,18.72,31.13,22.51,19.34,37.22,181.89,323.61,354.07,227.87,77.47,7.49,3.82
JHARKHAND,HAZARIBAGH,Minimum temperature,9.24,11.64,16.39,20.92,23.96,24.39,22.98,22.72,22.10,18.79,13.03,9.28
JHARKHAND,HAZARIBAGH,Average temperature,16.16,18.67,23.88,28.45,31.06,29.67,26.44,25.87,25.77,23.83,19.40,16.15
JHARKHAND,HAZARIBAGH,Maximum temperature,23.11,25.74,31.41,36.00,38.18,34.96,29.95,29.06,29.48,28.92,25.81,23.06
JHARKHAND,HAZARIBAGH,Cloud cover,23.25,21.68,29.35,26.74,36.45,63.42,76.00,72.33,62.15,38.83,20.95,23.20
JHARKHAND,HAZARIBAGH,Vapour pressure,13.32,13.98,13.89,17.26,23.82,29.08,30.14,30.31,29.23,23.21,16.00,13.18
JHARKHAND,HAZARIBAGH,Wet day frequency,1.43,2.27,1.86,1.75,3.33,9.70,16.83,16.50,10.65,3.62,0.98,0.73
JHARKHAND,HAZARIBAGH,Diurnal temperature range,13.86,14.10,15.01,15.07,14.20,10.56,6.96,6.33,7.36,10.11,12.77,13.77
JHARKHAND,HAZARIBAGH,Ground frost frequency,1.07,0.34,0.18,0.18,0.05,0.07,0.02,0.02,0.03,0.15,0.24,1.21
JHARKHAND,HAZARIBAGH,Reference Crop Evapotranspiration,2.85,3.63,5.08,6.41,7.02,6.02,4.51,4.05,3.95,3.78,3.18,2.70
JHARKHAND,HAZARIBAGH,Potential Evapotranspiration,4.94,5.68,6.86,8.06,8.46,7.18,5.51,5.02,5.13,5.60,5.48,4.88
JHARKHAND,KODARMA,Precipitation,16.47,26.21,19.56,15.80,35.03,179.05,310.41,344.10,221.80,76.44,7.03,3.76
JHARKHAND,KODARMA,Minimum temperature,9.08,11.56,16.47,21.16,24.29,25.05,23.66,23.41,22.71,19.25,13.23,9.14
JHARKHAND,KODARMA,Average temperature,15.99,18.62,24.00,28.74,31.38,30.26,27.13,26.56,26.32,24.28,19.65,16.08
JHARKHAND,KODARMA,Maximum temperature,22.93,25.73,31.56,36.34,38.49,35.48,30.64,29.75,29.97,29.35,26.12,23.06
JHARKHAND,KODARMA,Cloud cover,22.46,22.12,29.75,26.24,36.49,61.81,75.14,71.12,60.90,38.03,20.94,22.83
JHARKHAND,KODARMA,Vapour pressure,13.15,13.77,13.55,16.91,23.97,29.60,30.86,31.08,29.82,23.39,15.98,13.27
JHARKHAND,KODARMA,Wet day frequency,1.33,2.04,1.74,1.48,2.87,8.77,15.57,14.98,9.31,3.32,0.93,0.71
JHARKHAND,KODARMA,Diurnal temperature range,13.84,14.16,15.08,15.17,14.19,10.42,6.97,6.34,7.24,10.09,12.88,13.92
JHARKHAND,KODARMA,Ground frost frequency,1.12,0.11,0.05,0.06,0.01,0.03,0.00,0.01,0.01,0.04,0.08,1.12
JHARKHAND,KODARMA,Reference Crop Evapotranspiration,2.80,3.60,5.09,6.46,7.07,6.06,4.59,4.12,3.96,3.79,3.18,2.68
JHARKHAND,KODARMA,Potential Evapotranspiration,4.89,5.63,6.84,8.10,8.47,7.20,5.56,5.07,5.13,5.60,5.48,4.86
JHARKHAND,LOHARDAGA,Precipitation,17.96,30.56,22.03,16.64,23.97,175.11,339.49,388.95,202.02,66.17,7.43,4.24
JHARKHAND,LOHARDAGA,Minimum temperature,9.02,11.38,15.74,20.37,23.81,24.27,22.51,22.32,21.69,18.37,12.69,8.95
JHARKHAND,LOHARDAGA,Average temperature,16.19,18.66,23.52,28.24,31.23,29.74,26.14,25.62,25.56,23.67,19.30,16.12
JHARKHAND,LOHARDAGA,Maximum temperature,23.39,25.99,31.31,36.13,38.68,35.24,29.80,28.95,29.48,28.99,25.94,23.31
JHARKHAND,LOHARDAGA,Cloud cover,23.87,20.17,28.69,25.42,35.92,62.93,76.31,72.70,61.33,38.19,20.82,22.05
JHARKHAND,LOHARDAGA,Vapour pressure,12.79,13.50,13.24,16.06,21.79,27.77,29.55,29.48,28.41,22.43,15.39,12.73
JHARKHAND,LOHARDAGA,Wet day frequency,1.50,2.04,1.97,1.77,2.82,9.69,18.18,17.70,11.49,3.55,1.03,0.72
JHARKHAND,LOHARDAGA,Diurnal temperature range,14.36,14.60,15.57,15.74,14.83,10.96,7.28,6.62,7.79,10.61,13.24,14.35
JHARKHAND,LOHARDAGA,Ground frost frequency,1.63,1.22,0.68,0.63,0.21,0.20,0.10,0.07,0.17,0.46,0.86,1.71
JHARKHAND,LOHARDAGA,Reference Crop Evapotranspiration,2.93,3.71,5.15,6.53,7.20,6.13,4.57,4.12,4.05,3.88,3.26,2.78
JHARKHAND,LOHARDAGA,Potential Evapotranspiration,5.02,5.82,6.98,8.22,8.63,7.31,5.60,5.10,5.27,5.73,5.58,5.00
JHARKHAND,PAKAUR,Precipitation,13.41,18.94,20.32,28.17,72.02,225.07,314.09,338.11,240.08,101.07,9.22,2.72
JHARKHAND,PAKAUR,Minimum temperature,10.33,13.02,17.90,22.57,24.61,25.12,24.57,24.53,23.95,21.34,15.19,10.68
JHARKHAND,PAKAUR,Average temperature,17.74,20.58,25.97,30.16,31.15,30.12,28.34,28.04,27.97,26.44,21.87,18.07
JHARKHAND,PAKAUR,Maximum temperature,25.19,28.19,34.07,37.76,37.71,35.14,32.15,31.59,32.04,31.58,28.62,25.51
JHARKHAND,PAKAUR,Cloud cover,24.60,27.91,34.31,34.11,47.13,69.67,78.99,76.43,68.65,45.02,26.23,25.27
JHARKHAND,PAKAUR,Vapour pressure,15.04,16.00,17.91,22.26,28.51,32.32,32.60,33.20,32.09,26.77,19.18,15.27
JHARKHAND,PAKAUR,Wet day frequency,1.03,1.44,1.76,2.13,4.62,9.80,15.07,15.00,10.13,4.49,0.91,0.48
JHARKHAND,PAKAUR,Diurnal temperature range,14.86,15.16,16.15,15.18,13.09,10.01,7.56,7.06,8.08,10.24,13.42,14.83
JHARKHAND,PAKAUR,Ground frost frequency,0.58,0.18,0.12,0.07,0.04,0.06,0.00,0.00,0.03,0.05,0.08,0.47
JHARKHAND,PAKAUR,Reference Crop Evapotranspiration,3.04,3.91,5.50,6.66,6.76,5.93,4.91,4.49,4.33,4.00,3.42,2.91
JHARKHAND,PAKAUR,Potential Evapotranspiration,5.07,5.78,7.08,8.09,8.02,6.89,5.73,5.28,5.28,5.57,5.57,5.04
JHARKHAND,PALAMU,Precipitation,18.74,27.78,19.53,13.88,18.39,160.79,330.65,364.39,193.72,64.09,8.35,4.43
JHARKHAND,PALAMU,Minimum temperature,8.19,10.47,14.89,19.68,23.57,24.38,22.65,22.33,21.60,17.95,12.02,8.13
JHARKHAND,PALAMU,Average temperature,15.50,17.92,22.86,27.74,31.12,30.00,26.39,25.72,25.60,23.53,18.94,15.46
JHARKHAND,PALAMU,Maximum temperature,22.84,25.44,30.88,35.83,38.69,35.64,30.16,29.15,29.64,29.14,25.89,22.81
JHARKHAND,PALAMU,Cloud cover,23.70,20.64,28.59,24.87,34.75,61.48,75.74,72.30,60.25,36.33,20.10,22.18
JHARKHAND,PALAMU,Vapour pressure,11.89,12.39,11.72,14.06,19.85,27.00,29.50,29.31,28.00,21.52,14.41,12.16
JHARKHAND,PALAMU,Wet day frequency,1.57,2.17,1.93,1.53,2.29,8.60,17.24,16.78,10.72,3.37,0.96,0.72
JHARKHAND,PALAMU,Diurnal temperature range,14.65,14.96,15.98,16.13,15.10,11.25,7.50,6.82,8.04,11.19,13.86,14.67
JHARKHAND,PALAMU,Ground frost frequency,2.07,1.52,0.84,0.77,0.25,0.27,0.12,0.08,0.20,0.59,1.07,2.13
JHARKHAND,PALAMU,Reference Crop Evapotranspiration,2.87,3.66,5.12,6.53,7.25,6.26,4.68,4.20,4.11,3.94,3.26,2.73
JHARKHAND,PALAMU,Potential Evapotranspiration,4.97,5.79,6.98,8.26,8.69,7.45,5.72,5.18,5.36,5.86,5.64,4.95
JHARKHAND,PASHCHIMI SINGHBHUM,Precipitation,14.02,36.41,26.38,25.97,49.02,191.80,287.49,349.33,212.42,76.14,8.64,2.71
JHARKHAND,PASHCHIMI SINGHBHUM,Minimum temperature,11.15,13.77,18.20,22.54,25.07,25.14,23.50,23.27,22.80,20.10,14.74,11.09
JHARKHAND,PASHCHIMI SINGHBHUM,Average temperature,18.20,20.83,25.74,30.05,32.14,30.35,27.06,26.55,26.62,25.02,21.02,18.09
JHARKHAND,PASHCHIMI SINGHBHUM,Maximum temperature,25.27,27.95,33.32,37.58,39.25,35.60,30.67,29.88,30.48,29.98,27.35,25.12
JHARKHAND,PASHCHIMI SINGHBHUM,Cloud cover,22.27,19.63,28.46,27.62,38.02,66.24,77.62,74.47,64.27,41.50,22.22,21.99
JHARKHAND,PASHCHIMI SINGHBHUM,Vapour pressure,15.56,16.86,18.11,21.90,27.38,30.81,31.03,31.13,30.39,25.33,18.70,14.93
JHARKHAND,PASHCHIMI SINGHBHUM,Wet day frequency,1.18,1.91,1.75,2.29,4.27,9.64,15.48,16.08,11.33,4.02,1.03,0.66
JHARKHAND,PASHCHIMI SINGHBHUM,Diurnal temperature range,14.12,14.17,15.11,15.03,14.16,10.45,7.16,6.60,7.67,9.88,12.61,14.03
JHARKHAND,PASHCHIMI SINGHBHUM,Ground frost frequency,0.73,0.83,0.44,0.42,0.14,0.17,0.05,0.07,0.13,0.28,0.55,0.78
JHARKHAND,PASHCHIMI SINGHBHUM,Reference Crop Evapotranspiration,3.14,3.93,5.39,6.64,7.14,6.03,4.62,4.21,4.14,3.91,3.39,2.97
JHARKHAND,PASHCHIMI SINGHBHUM,Potential Evapotranspiration,5.22,5.96,7.09,8.16,8.47,7.10,5.55,5.10,5.24,5.61,5.61,5.16
JHARKHAND,PURBI SINGHBHUM,Precipitation,13.92,32.81,29.67,37.93,72.60,203.65,255.45,326.71,231.62,93.34,9.87,2.76
JHARKHAND,PURBI SINGHBHUM,Minimum temperature,11.27,13.89,18.55,22.62,24.75,24.89,23.67,23.48,22.99,20.32,14.84,11.09
JHARKHAND,PURBI SINGHBHUM,Average temperature,18.24,20.80,25.84,29.72,31.38,29.79,27.12,26.66,26.69,25.06,21.06,18.04
JHARKHAND,PURBI SINGHBHUM,Maximum temperature,25.23,27.77,33.15,36.84,38.04,34.72,30.59,29.87,30.42,29.83,27.32,25.03
JHARKHAND,PURBI SINGHBHUM,Cloud cover,23.35,21.77,29.81,29.57,41.21,68.30,78.04,75.63,67.18,43.92,23.94,24.06
JHARKHAND,PURBI SINGHBHUM,Vapour pressure,16.21,17.62,19.46,23.90,29.31,31.59,31.17,31.43,30.76,26.08,19.53,15.45
JHARKHAND,PURBI SINGHBHUM,Wet day frequency,1.18,2.11,1.98,3.00,5.37,10.05,14.57,15.02,11.22,4.65,1.12,0.57
JHARKHAND,PURBI SINGHBHUM,Diurnal temperature range,13.95,13.86,14.59,14.21,13.29,9.83,6.91,6.39,7.41,9.50,12.48,13.94
JHARKHAND,PURBI SINGHBHUM,Ground frost frequency,0.77,1.01,0.53,0.50,0.18,0.17,0.08,0.07,0.18,0.38,0.67,0.79
JHARKHAND,PURBI SINGHBHUM,Reference Crop Evapotranspiration,3.12,3.88,5.31,6.42,6.82,5.79,4.54,4.14,4.08,3.83,3.37,2.96
JHARKHAND,PURBI SINGHBHUM,Potential Evapotranspiration,5.18,5.87,6.97,7.94,8.15,6.82,5.45,5.01,5.12,5.48,5.56,5.11
JHARKHAND,RANCHI,Precipitation,17.26,34.40,24.24,20.82,36.76,183.30,319.07,366.58,212.13,73.69,7.67,3.58
JHARKHAND,RANCHI,Minimum temperature,10.24,12.67,17.25,21.81,24.68,24.91,23.28,23.12,22.51,19.42,13.89,10.19
JHARKHAND,RANCHI,Average temperature,17.29,19.80,24.84,29.41,31.88,30.22,26.81,26.33,26.30,24.48,20.26,17.20
JHARKHAND,RANCHI,Maximum temperature,24.37,26.97,32.48,37.05,39.09,35.56,30.37,29.59,30.12,29.57,26.68,24.25
JHARKHAND,RANCHI,Cloud cover,22.43,20.02,28.53,26.94,36.42,64.10,76.65,73.28,62.85,39.35,21.06,22.10
JHARKHAND,RANCHI,Vapour pressure,14.39,15.26,15.63,19.12,25.15,29.76,30.65,30.77,29.81,24.18,17.18,13.99
JHARKHAND,RANCHI,Wet day frequency,1.34,2.08,1.80,1.90,3.55,9.88,16.99,17.00,11.30,3.68,1.01,0.74
JHARKHAND,RANCHI,Diurnal temperature range,14.12,14.28,15.22,15.23,14.40,10.64,7.09,6.47,7.61,10.12,12.78,14.05
JHARKHAND,RANCHI,Ground frost frequency,0.79,0.46,0.26,0.24,0.06,0.10,0.05,0.04,0.06,0.18,0.31,0.89
JHARKHAND,RANCHI,Reference Crop Evapotranspiration,3.02,3.81,5.27,6.59,7.18,6.09,4.58,4.15,4.08,3.88,3.30,2.86
JHARKHAND,RANCHI,Potential Evapotranspiration,5.11,5.86,7.01,8.16,8.55,7.22,5.55,5.07,5.23,5.65,5.57,5.05
JHARKHAND,SAHIBGANJ,Precipitation,13.13,15.82,15.85,27.27,72.19,218.64,318.27,319.75,239.03,96.73,8.74,2.71
JHARKHAND,SAHIBGANJ,Minimum temperature,9.51,12.02,16.85,21.72,23.88,24.68,24.43,24.32,23.68,20.94,14.71,10.10
JHARKHAND,SAHIBGANJ,Average temperature,16.99,19.72,25.10,29.36,30.34,29.63,28.14,27.84,27.72,26.11,21.53,17.60
JHARKHAND,SAHIBGANJ,Maximum temperature,24.51,27.47,33.37,37.03,36.83,34.60,31.88,31.39,31.80,31.31,28.41,25.14
JHARKHAND,SAHIBGANJ,Cloud cover,24.60,28.88,34.67,34.21,47.77,69.20,79.02,75.93,68.78,44.54,26.31,25.85
JHARKHAND,SAHIBGANJ,Vapour pressure,14.57,15.55,17.21,21.40,27.77,31.89,32.35,32.95,31.77,26.35,18.80,14.98
JHARKHAND,SAHIBGANJ,Wet day frequency,1.05,1.34,1.68,1.99,4.72,9.46,14.90,14.43,9.86,4.41,0.91,0.48
JHARKHAND,SAHIBGANJ,Diurnal temperature range,14.99,15.44,16.51,15.31,12.93,9.91,7.44,7.06,8.11,10.36,13.69,15.03
JHARKHAND,SAHIBGANJ,Ground frost frequency,1.12,0.43,0.19,0.16,0.06,0.10,0.02,0.02,0.05,0.11,0.12,0.88
JHARKHAND,SAHIBGANJ,Reference Crop Evapotranspiration,2.96,3.83,5.43,6.57,6.62,5.85,4.86,4.47,4.30,3.98,3.40,2.86
JHARKHAND,SAHIBGANJ,Potential Evapotranspiration,5.02,5.73,7.06,8.06,7.92,6.83,5.67,5.29,5.27,5.57,5.57,5.00
KARNATAKA,BAGALKOT,Precipitation,0.71,0.69,6.54,36.48,70.13,112.96,185.95,129.48,111.02,102.94,42.09,6.86
KARNATAKA,BAGALKOT,Minimum temperature,15.52,17.01,20.12,22.40,22.77,22.04,21.27,21.18,20.66,20.17,17.74,15.71
KARNATAKA,BAGALKOT,Average temperature,22.73,24.52,27.53,29.33,29.03,26.20,24.45,24.39,24.78,25.14,23.54,22.29
KARNATAKA,BAGALKOT,Maximum temperature,29.95,32.08,34.98,36.27,35.32,30.41,27.65,27.68,28.92,30.10,29.39,28.91
KARNATAKA,BAGALKOT,Cloud cover,13.49,13.06,19.13,24.04,33.59,61.64,79.58,73.88,60.17,39.46,27.03,19.15
KARNATAKA,BAGALKOT,Vapour pressure,14.68,15.00,16.23,20.97,21.15,24.91,24.19,23.33,22.65,20.21,16.77,16.67
KARNATAKA,BAGALKOT,Wet day frequency,0.19,0.25,0.83,2.29,4.18,9.43,13.51,11.69,8.33,5.90,2.14,0.80
KARNATAKA,BAGALKOT,Diurnal temperature range,14.42,15.05,14.84,13.86,12.55,8.36,6.37,6.49,8.26,9.92,11.65,13.20
KARNATAKA,BAGALKOT,Ground frost frequency,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KARNATAKA,BAGALKOT,Reference Crop Evapotranspiration,4.04,4.85,5.82,6.32,6.16,4.76,3.98,3.95,4.24,4.21,3.87,3.69
KARNATAKA,BAGALKOT,Potential Evapotranspiration,6.23,6.97,7.70,8.08,7.89,6.09,4.90,4.92,5.48,5.87,5.85,5.81
KARNATAKA,BANGALORE,Precipitation,3.34,4.32,9.85,51.20,127.30,80.72,94.75,97.16,122.70,164.39,66.33,16.58
KARNATAKA,BANGALORE,Minimum temperature,16.02,17.46,19.57,21.44,21.25,20.43,19.94,20.00,19.73,19.53,18.06,16.41
KARNATAKA,BANGALORE,Average temperature,22.12,24.03,26.38,27.84,27.11,24.92,23.99,24.13,24.35,24.10,22.88,21.76
KARNATAKA,BANGALORE,Maximum temperature,28.27,30.66,33.19,34.28,32.99,29.47,28.09,28.28,29.04,28.69,27.77,27.15
KARNATAKA,BANGALORE,Cloud cover,25.89,22.82,24.13,35.01,46.48,70.58,80.20,72.87,63.78,58.03,45.85,36.10
KARNATAKA,BANGALORE,Vapour pressure,16.96,17.29,18.55,21.66,23.16,23.50,23.39,23.38,23.22,22.70,20.49,18.28
KARNATAKA,BANGALORE,Wet day frequency,0.46,0.48,1.00,3.18,5.86,4.56,6.70,6.04,6.98,7.97,3.81,1.49
KARNATAKA,BANGALORE,Diurnal temperature range,12.23,13.17,13.59,12.80,11.72,9.01,8.14,8.27,9.29,9.15,9.69,10.73
KARNATAKA,BANGALORE,Ground frost frequency,0.43,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11
KARNATAKA,BANGALORE,Reference Crop Evapotranspiration,3.89,4.67,5.54,5.88,5.62,4.69,4.36,4.38,4.50,4.08,3.66,3.50
KARNATAKA,BANGALORE,Potential Evapotranspiration,5.86,6.64,7.42,7.56,7.22,5.88,5.33,5.46,5.76,5.44,5.28,5.30
KARNATAKA,BANGALORE RURAL,Precipitation,2.53,3.89,10.48,52.12,125.79,83.31,95.77,98.84,130.03,161.45,58.42,11.54
KARNATAKA,BANGALORE RURAL,Minimum temperature,15.94,17.48,19.56,21.45,21.17,20.39,19.92,19.99,19.72,19.51,17.97,16.22
KARNATAKA,BANGALORE RURAL,Average temperature,22.10,24.08,26.43,27.93,27.09,24.80,23.85,23.98,24.28,24.09,22.84,21.65
KARNATAKA,BANGALORE RURAL,Maximum temperature,28.29,30.77,33.31,34.48,33.04,29.29,27.80,28.01,28.91,28.69,27.77,27.12
KARNATAKA,BANGALORE RURAL,Cloud cover,24.35,21.84,23.06,33.45,44.91,69.77,80.17,72.88,62.98,56.15,43.73,34.54
KARNATAKA,BANGALORE RURAL,Vapour pressure,16.57,16.90,18.10,21.24,22.72,23.38,23.28,23.21,22.98,22.42,20.10,17.89
KARNATAKA,BANGALORE RURAL,Wet day frequency,0.41,0.42,1.01,3.08,5.73,4.97,7.17,6.50,7.35,7.61,3.34,1.24
KARNATAKA,BANGALORE RURAL,Diurnal temperature range,12.35,13.28,13.71,13.02,11.87,8.88,7.88,8.02,9.16,9.16,9.79,10.90
KARNATAKA,BANGALORE RURAL,Ground frost frequency,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
KARNATAKA,BANGALORE RURAL,Reference Crop Evapotranspiration,3.89,4.69,5.56,5.94,5.66,4.65,4.27,4.30,4.46,4.06,3.67,3.51
KARNATAKA,BANGALORE RURAL,Potential Evapotranspiration,5.88,6.66,7.46,7.65,7.30,5.87,5.26,5.38,5.73,5.47,5.33,5.33
KARNATAKA,BELGAUM,Precipitation,0.51,0.39,4.00,28.94,82.78,442.47,553.75,363.22,167.83,121.89,39.72,8.96
KARNATAKA,BELGAUM,Minimum temperature,16.65,17.62,20.45,22.78,23.56,22.50,21.85,21.88,21.44,21.18,19.12,17.26
KARNATAKA,BELGAUM,Average temperature,23.23,24.30,26.74,28.41,28.46,25.96,24.51,24.52,24.88,25.60,24.57,23.37
KARNATAKA,BELGAUM,Maximum temperature,29.84,31.01,33.07,34.09,33.39,29.45,27.19,27.20,28.34,30.05,30.07,29.55
KARNATAKA,BELGAUM,Cloud cover,14.61,14.26,20.12,25.08,33.94,62.05,79.61,74.56,60.61,39.07,27.12,20.42
KARNATAKA,BELGAUM,Vapour pressure,16.78,17.73,19.67,24.23,24.49,27.22,26.38,25.44,24.56,22.14,18.96,19.51
KARNATAKA,BELGAUM,Wet day frequency,0.17,0.15,0.67,1.77,3.85,15.54,20.20,17.96,10.26,5.86,2.23,0.78
KARNATAKA,BELGAUM,Diurnal temperature range,13.18,13.38,12.62,11.30,9.84,6.94,5.33,5.30,6.89,8.86,10.94,12.29
KARNATAKA,BELGAUM,Ground frost frequency,0.04,0.07,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.02,0.02,0.05
KARNATAKA,BELGAUM,Reference Crop Evapotranspiration,3.92,4.55,5.27,5.59,5.37,4.31,3.64,3.56,3.87,4.02,3.85,3.66
KARNATAKA,BELGAUM,Potential Evapotranspiration,6.05,6.63,7.13,7.31,7.02,5.56,4.49,4.46,5.03,5.58,5.72,5.68
KARNATAKA,BELLARY,Precipitation,1.36,0.96,7.99,36.07,75.12,89.96,125.14,102.94,110.85,126.47,45.27,7.43
KARNATAKA,BELLARY,Minimum temperature,16.48,18.25,20.97,22.99,23.00,22.20,21.56,21.38,20.96,20.50,18.31,16.47
KARNATAKA,BELLARY,Average temperature,23.03,25.09,27.87,29.56,29.04,26.53,25.01,24.85,25.13,25.07,23.58,22.37
KARNATAKA,BELLARY,Maximum temperature,29.61,31.94,34.79,36.15,35.11,30.94,28.47,28.38,29.32,29.68,28.87,28.31
KARNATAKA,BELLARY,Cloud cover,15.20,13.78,19.00,25.58,35.63,62.47,78.17,71.30,59.25,43.94,31.82,22.44
KARNATAKA,BELLARY,Vapour pressure,15.10,15.15,16.00,19.74,20.71,23.70,23.20,22.93,22.58,21.05,17.90,16.38
KARNATAKA,BELLARY,Wet day frequency,0.31,0.25,0.78,2.39,4.30,6.76,9.96,8.84,7.24,6.01,2.48,0.82
KARNATAKA,BELLARY,Diurnal temperature range,13.11,13.67,13.82,13.16,12.10,8.72,6.91,6.97,8.35,9.17,10.55,11.83
KARNATAKA,BELLARY,Ground frost frequency,0.15,0.18,0.15,0.06,0.03,0.02,0.01,0.01,0.03,0.05,0.11,0.13
KARNATAKA,BELLARY,Reference Crop Evapotranspiration,3.97,4.75,5.70,6.19,6.02,4.86,4.18,4.12,4.31,4.09,3.76,3.58
KARNATAKA,BELLARY,Potential Evapotranspiration,6.07,6.81,7.54,7.90,7.70,6.15,5.12,5.15,5.58,5.66,5.62,5.60
KARNATAKA,BIDAR,Precipitation,3.17,5.45,5.93,18.92,33.97,115.45,146.80,140.80,224.63,80.64,24.92,5.04
KARNATAKA,BIDAR,Minimum temperature,16.07,18.01,21.68,24.62,25.48,23.47,22.28,21.89,21.76,20.83,17.73,15.56
KARNATAKA,BIDAR,Average temperature,23.07,25.42,29.12,31.79,32.61,29.06,26.79,26.26,26.49,26.29,23.78,22.21
KARNATAKA,BIDAR,Maximum temperature,30.12,32.85,36.55,39.03,39.81,34.71,31.34,30.69,31.25,31.81,29.88,28.93
KARNATAKA,BIDAR,Cloud cover,9.88,10.10,18.93,21.00,30.11,57.82,79.41,74.51,59.78,36.32,22.13,14.59
KARNATAKA,BIDAR,Vapour pressure,12.19,11.53,11.84,15.82,17.69,23.91,24.98,23.76,23.66,18.36,13.82,12.17
KARNATAKA,BIDAR,Wet day frequency,0.38,0.44,0.93,1.81,2.38,7.12,8.82,8.13,9.37,4.34,1.64,0.64
KARNATAKA,BIDAR,Diurnal temperature range,14.03,14.80,14.86,14.40,14.32,11.24,9.04,8.80,9.48,10.96,12.14,13.35
KARNATAKA,BIDAR,Ground frost frequency,0.04,0.07,0.05,0.06,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.06
KARNATAKA,BIDAR,Reference Crop Evapotranspiration,3.90,4.81,5.97,6.78,7.14,5.94,5.06,4.81,4.70,4.48,3.87,3.58
KARNATAKA,BIDAR,Potential Evapotranspiration,6.08,6.88,7.67,8.33,8.64,7.28,6.01,5.79,5.91,6.18,5.96,5.78
KARNATAKA,BIJAPUR,Precipitation,0.57,1.31,4.78,26.69,50.60,90.37,126.09,93.51,123.36,99.85,34.75,5.68
KARNATAKA,BIJAPUR,Minimum temperature,16.24,17.86,21.18,23.61,23.89,22.92,22.09,21.91,21.44,20.92,18.12,16.02
KARNATAKA,BIJAPUR,Average temperature,23.42,25.42,28.71,30.76,30.73,27.71,25.86,25.70,25.94,26.07,24.09,22.70
KARNATAKA,BIJAPUR,Maximum temperature,30.65,33.00,36.28,37.95,37.58,32.51,29.64,29.50,30.44,31.28,30.08,29.39
